Date,Adj Close,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2025-10-01,1368.699951171875,1368.699951171875,1378.5999755859375,1362.699951171875,1367.0,12045916
2025-10-03,1363.4000244140625,1363.4000244140625,1371.5999755859375,1356.9000244140625,1363.199951171875,12842347
2025-10-06,1375.0,1375.0,1377.4000244140625,1359.0,1360.0,12396580
2025-10-07,1384.800048828125,1384.800048828125,1395.9000244140625,1375.9000244140625,1376.0,11244040
2025-10-08,1367.4000244140625,1367.4000244140625,1389.0,1364.5,1384.800048828125,8525081
2025-10-09,1377.800048828125,1377.800048828125,1380.0,1369.0999755859375,1374.0,8826633
2025-10-10,1381.699951171875,1381.699951171875,1388.0,1375.0999755859375,1377.800048828125,6373084
2025-10-13,1375.0,1375.0,1377.699951171875,1367.800048828125,1376.9000244140625,7600682
2025-10-14,1375.9000244140625,1375.9000244140625,1388.0,1370.0999755859375,1380.0,9768174
2025-10-15,1374.300048828125,1374.300048828125,1384.0,1372.699951171875,1383.0,10882743
2025-10-16,1398.300048828125,1398.300048828125,1400.5,1375.0,1375.0999755859375,12315932
2025-10-17,1416.800048828125,1416.800048828125,1423.300048828125,1399.0999755859375,1401.0,19335561
2025-10-20,1466.800048828125,1466.800048828125,1473.800048828125,1433.300048828125,1440.0,24721978
2025-10-21,1465.199951171875,1465.199951171875,1474.0,1460.0,1468.0,2066169
2025-10-23,1448.4000244140625,1448.4000244140625,1482.9000244140625,1444.5999755859375,1475.0,18707090
2025-10-24,1451.5999755859375,1451.5999755859375,1459.800048828125,1441.0,1450.0,9700837
2025-10-27,1484.0999755859375,1484.0999755859375,1485.0,1458.0,1463.0,14113867
2025-10-28,1486.9000244140625,1486.9000244140625,1492.0,1477.5999755859375,1484.0999755859375,17631577
2025-10-29,1504.199951171875,1504.199951171875,1508.300048828125,1488.0999755859375,1490.0,11884745
2025-10-30,1488.5,1488.5,1503.0999755859375,1484.0,1500.0,9318663
2025-10-31,1486.4000244140625,1486.4000244140625,1497.5,1482.300048828125,1490.4000244140625,8758053
2025-11-03,1484.699951171875,1484.699951171875,1495.0,1479.300048828125,1486.0,8452085
2025-11-04,1473.0999755859375,1473.0999755859375,1492.800048828125,1470.0999755859375,1483.9000244140625,10007806
2025-11-06,1496.0999755859375,1496.0999755859375,1501.5999755859375,1476.199951171875,1484.0,16772678
2025-11-07,1478.0,1478.0,1498.4000244140625,1475.9000244140625,1494.5999755859375,7821765
2025-11-10,1489.300048828125,1489.300048828125,1501.0,1475.5,1477.9000244140625,7068438
2025-11-11,1493.4000244140625,1493.4000244140625,1498.800048828125,1480.199951171875,1497.0,7127506
2025-11-12,1511.5,1511.5,1524.699951171875,1500.0,1505.0,12384459
2025-11-13,1510.9000244140625,1510.9000244140625,1522.0999755859375,1506.800048828125,1515.0,7196443
2025-11-14,1518.9000244140625,1518.9000244140625,1520.9000244140625,1505.5,1505.5,7682823
2025-11-17,1518.300048828125,1518.300048828125,1523.699951171875,1511.5,1520.9000244140625,5871416
2025-11-18,1519.4000244140625,1519.4000244140625,1527.800048828125,1510.5,1521.699951171875,11045042
2025-11-19,1518.9000244140625,1518.9000244140625,1522.300048828125,1512.0,1517.4000244140625,5692366
2025-11-20,1549.0999755859375,1549.0999755859375,1550.9000244140625,1526.699951171875,1530.0,18171724
2025-11-21,1546.5999755859375,1546.5999755859375,1557.800048828125,1540.0999755859375,1541.0,9615271
2025-11-24,1535.9000244140625,1535.9000244140625,1550.0,1531.800048828125,1550.0,18433951
2025-11-25,1539.699951171875,1539.699951171875,1559.5999755859375,1525.0999755859375,1535.9000244140625,15033482
2025-11-26,1569.9000244140625,1569.9000244140625,1571.5999755859375,1540.5,1542.300048828125,14054299
2025-11-27,1563.4000244140625,1563.4000244140625,1575.5,1556.0,1575.0,9794643
2025-11-28,1567.5,1567.5,1581.300048828125,1563.0,1568.0,8959508
2025-12-01,1566.0999755859375,1566.0999755859375,1577.5,1563.5999755859375,1575.0,8920233
2025-12-02,1546.300048828125,1546.300048828125,1567.5,1542.0,1561.0999755859375,11389150
2025-12-03,1538.800048828125,1538.800048828125,1552.4000244140625,1533.0,1545.199951171875,6090883
2025-12-04,1535.5999755859375,1535.5999755859375,1560.5,1517.5999755859375,1536.0,11867930
2025-12-05,1540.5999755859375,1540.5999755859375,1545.800048828125,1520.5999755859375,1530.4000244140625,10183266
2025-12-08,1543.0,1543.0,1551.0,1535.0,1539.199951171875,11301491
2025-12-09,1529.4000244140625,1529.4000244140625,1542.5,1520.0999755859375,1540.300048828125,11503971
2025-12-10,1536.9000244140625,1536.9000244140625,1547.5,1531.4000244140625,1534.0,7991629
2025-12-11,1545.0,1545.0,1550.0,1524.0,1536.9000244140625,4706197
2025-12-12,1556.5,1556.5,1559.800048828125,1546.0999755859375,1550.800048828125,5106655
2025-12-15,1556.199951171875,1556.199951171875,1558.5999755859375,1546.5,1551.199951171875,5774543
